2793	50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],-2[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],0[0],-2[0],100[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],-2[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],-2[0]
1460	80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],-2[0]
2791	40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],-2[0]
1458	80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],-2[0]
2789	50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],-2[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],-2[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],-2[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],50[0],50[11],50[0],-2[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],-2[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],-2[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],-2[0],0[0],-2[0],100[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],50[0],50[11],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],-2[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],-2[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],50[0],-2[0],0[0],-2[0],100[0],-2[0],70[0],-2[0],70[0],50[0],50[11],-2[0]
2305	50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],-2[0],0[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],-2[0],100[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],-2[0],0[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],-2[0],50[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],-2[0],50[0],-2[0],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],-2[0]
1456	80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],-2[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],-2[0]
2787	40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],0[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],40[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],40[0],40[11],-2[0]
2303	50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],100[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],50[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],-2[0],50[0],-2[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],-2[0],50[0],-2[0],50[0],0[0],-2[0],100[0],-2[0],50[0],-2[0],50[0],50[11],-2[0]
1454	80[0],0[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],0[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],0[0],-2[0],80[0],80[11],80[0],0[0],-2[0],80[0],80[11],80[0],0[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],0[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],0[0],-2[0],80[0],80[11],80[0],0[0],-2[0],80[0],80[11],80[0],0[0],-2[0],80[0],80[11],80[0],0[0],-2[0],80[0],80[11],80[0],0[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],0[0],-2[0],80[0],80[11],80[0],0[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],80[0],0[0],-2[0],80[0],80[11],80[0],0[0],-2[0],80[0],80[11],80[0],0[0],-2[0],80[0],80[11],80[0],0[0],-2[0],80[0],80[11],80[0],0[0],-2[0],80[0],80[11],80[0],0[0],-2[0],80[0],80[11],80[0],0[0],-2[0],80[0],80[11],80[0],0[0],-2[0],100[0],-2[0],80[0],80[11],80[0],0[0],-2[0],0[0],-2[0],80[0],80[11],80[0],0[0],-2[0],80[0],80[11],80[0],0[0],-2[0],80[0],80[11],80[0],-2[0],80[0],80[11],-2[0]
